sub_category,download_size,speciality,origin_url,download_url,topic,course,department,course_id,department_id
Mathematical Logic,10.01 MB,,https://ocw.mit.edu/courses/linguistics-and-philosophy/24-242-logic-ii-spring-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/24/24-242-spring-2004/24-242-spring-2004.zip,Mathematics,Logic II,Linguistics and Philosophy,24-242-logic-ii-spring-2004,linguistics-and-philosophy
Information Technology,10.48 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-561-information-technology-essentials-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-561-spring-2005/15-561-spring-2005.zip,Business,Information Technology Essentials,Sloan School of Management,15-561-information-technology-essentials-spring-2005,sloan-school-of-management
Architecture,4.62 MB,Architectural Engineering,https://ocw.mit.edu/courses/architecture/4-493-emergent-materials-ii-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-493-spring-2005/4-493-spring-2005.zip,Fine Arts,Emergent Materials II,Architecture,4-493-emergent-materials-ii-spring-2005,architecture
Physics,29.45 MB,Classical Mechanics,https://ocw.mit.edu/courses/physics/8-09-classical-mechanics-iii-fall-2014/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/8/8-09-fall-2014/8-09-fall-2014.zip,Science,Classical Mechanics III,Physics,8-09-classical-mechanics-iii-fall-2014,physics
Biological Engineering,8.60 MB,Biostatistics,https://ocw.mit.edu/courses/biological-engineering/20-104j-chemicals-in-the-environment-toxicology-and-public-health-be-104j-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-104j-spring-2005/20-104j-spring-2005.zip,Engineering,Chemicals in the Environment: Toxicology and Public Health (BE.104J),Biological Engineering,20-104j-chemicals-in-the-environment-toxicology-and-public-health-be-104j-spring-2005,biological-engineering
Philosophy,3.55 MB,Political Philosophy,https://ocw.mit.edu/courses/political-science/17-584-civil-military-relations-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/17/17-584-spring-2003/17-584-spring-2003.zip,Humanities,Civil-Military Relations,Political Science,17-584-civil-military-relations-spring-2003,political-science
Algebra and Number Theory,12.92 MB,,https://ocw.mit.edu/courses/mathematics/18-786-number-theory-ii-class-field-theory-spring-2016/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-786-spring-2016/18-786-spring-2016.zip,Mathematics,Number Theory II: Class Field Theory,Mathematics,18-786-number-theory-ii-class-field-theory-spring-2016,mathematics
Management,3.48 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-967-managing-and-volunteering-in-the-non-profit-sector-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-967-spring-2005/15-967-spring-2005.zip,Business,Managing and Volunteering In the Non-Profit Sector,Sloan School of Management,15-967-managing-and-volunteering-in-the-non-profit-sector-spring-2005,sloan-school-of-management
Architecture,4.89 MB,Architectural Engineering,https://ocw.mit.edu/courses/architecture/4-463-building-technology-iii-building-structural-systems-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/4/4-463-fall-2004/4-463-fall-2004.zip,Fine Arts,Building Technology III: Building Structural Systems,Architecture,4-463-building-technology-iii-building-structural-systems-fall-2004,architecture
Biology,8.00 MB,Cell Biology,https://ocw.mit.edu/courses/biology/7-340-ubiquitination-the-proteasome-and-human-disease-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-340-fall-2004/7-340-fall-2004.zip,Science,Ubiquitination: The Proteasome and Human Disease,Biology,7-340-ubiquitination-the-proteasome-and-human-disease-fall-2004,biology
Biological Engineering,4.69 MB,Biomaterials,https://ocw.mit.edu/courses/biological-engineering/20-442-molecular-structure-of-biological-materials-be-442-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-442-fall-2005/20-442-fall-2005.zip,Engineering,Molecular Structure of Biological Materials (BE.442),Biological Engineering,20-442-molecular-structure-of-biological-materials-be-442-fall-2005,biological-engineering
Algebra and Number Theory,10.57 MB,,https://ocw.mit.edu/courses/mathematics/18-917-topics-in-algebraic-topology-the-sullivan-conjecture-fall-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-917-fall-2007/18-917-fall-2007.zip,Mathematics,Topics in Algebraic Topology: The Sullivan Conjecture,Mathematics,18-917-topics-in-algebraic-topology-the-sullivan-conjecture-fall-2007,mathematics
Management,7.07 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-568a-practical-information-technology-management-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-568a-spring-2005/15-568a-spring-2005.zip,Business,Practical Information Technology Management,Sloan School of Management,15-568a-practical-information-technology-management-spring-2005,sloan-school-of-management
Biology,52.79 MB,Genetics,https://ocw.mit.edu/courses/biology/7-03-genetics-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-03-fall-2004/7-03-fall-2004.zip,Science,Genetics,Biology,7-03-genetics-fall-2004,biology
Biological Engineering,6.03 MB,Computational Biology,https://ocw.mit.edu/courses/biological-engineering/20-440-analysis-of-biological-networks-be-440-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-440-fall-2004/20-440-fall-2004.zip,Engineering,Analysis of Biological Networks (BE.440),Biological Engineering,20-440-analysis-of-biological-networks-be-440-fall-2004,biological-engineering
Algebra and Number Theory,4.73 MB,,https://ocw.mit.edu/courses/mathematics/18-950-differential-geometry-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-950-fall-2008/18-950-fall-2008.zip,Mathematics,Differential Geometry,Mathematics,18-950-differential-geometry-fall-2008,mathematics
Industrial Relations and Human Resource Management,3.02 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-677j-urban-labor-markets-and-employment-policy-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-677j-spring-2005/15-677j-spring-2005.zip,Business,Urban Labor Markets and Employment Policy,Sloan School of Management,15-677j-urban-labor-markets-and-employment-policy-spring-2005,sloan-school-of-management
Biology,27.07 MB,,https://ocw.mit.edu/courses/biology/7-012-introduction-to-biology-fall-2004/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-012-fall-2004/7-012-fall-2004.zip,Science,Introduction to Biology,Biology,7-012-introduction-to-biology-fall-2004,biology
Biological Engineering,15.80 MB,Biomechanics,https://ocw.mit.edu/courses/biological-engineering/20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-410j-spring-2003/20-410j-spring-2003.zip,Engineering,"Molecular, Cellular and Tissue Biomechanics (BE.410J)",Biological Engineering,20-410j-molecular-cellular-and-tissue-biomechanics-be-410j-spring-2003,biological-engineering
Topology and Geometry,7.82 MB,,https://ocw.mit.edu/courses/mathematics/18-112-functions-of-a-complex-variable-fall-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-112-fall-2008/18-112-fall-2008.zip,Mathematics,Functions of a Complex Variable,Mathematics,18-112-functions-of-a-complex-variable-fall-2008,mathematics
Management,13.05 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-904-strategic-management-ii-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-904-fall-2005/15-904-fall-2005.zip,Business,Strategic Management II,Sloan School of Management,15-904-strategic-management-ii-fall-2005,sloan-school-of-management
Biology,27.25 MB,,https://ocw.mit.edu/courses/biology/7-014-introductory-biology-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-014-spring-2005/7-014-spring-2005.zip,Science,Introductory Biology,Biology,7-014-introductory-biology-spring-2005,biology
Biological Engineering,18.59 MB,Biomaterials,https://ocw.mit.edu/courses/biological-engineering/20-110j-thermodynamics-of-biomolecular-systems-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-110j-fall-2005/20-110j-fall-2005.zip,Engineering,Thermodynamics of Biomolecular Systems,Biological Engineering,20-110j-thermodynamics-of-biomolecular-systems-fall-2005,biological-engineering
Algebra and Number Theory,6.55 MB,,https://ocw.mit.edu/courses/mathematics/18-727-topics-in-algebraic-geometry-algebraic-surfaces-spring-2008/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-727-spring-2008/18-727-spring-2008.zip,Mathematics,Topics in Algebraic Geometry: Algebraic Surfaces,Mathematics,18-727-topics-in-algebraic-geometry-algebraic-surfaces-spring-2008,mathematics
Innovation,23.50 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-783j-product-design-and-development-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-783j-spring-2006/15-783j-spring-2006.zip,Business,Product Design and Development,Sloan School of Management,15-783j-product-design-and-development-spring-2006,sloan-school-of-management
Biology,4.68 MB,,https://ocw.mit.edu/courses/biology/7-02ci-experimental-biology-communications-intensive-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-02ci-spring-2005/7-02ci-spring-2005.zip,Science,Experimental Biology - Communications Intensive,Biology,7-02ci-experimental-biology-communications-intensive-spring-2005,biology
Biological Engineering,30.12 MB,Computational Biology,https://ocw.mit.edu/courses/biological-engineering/20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-482j-spring-2006/20-482j-spring-2006.zip,Engineering,Foundations of Algorithms and Computational Techniques in Systems Biology,Biological Engineering,20-482j-foundations-of-algorithms-and-computational-techniques-in-systems-biology-spring-2006,biological-engineering
Topology and Geometry,7.64 MB,,https://ocw.mit.edu/courses/mathematics/18-969-topics-in-geometry-mirror-symmetry-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-969-spring-2009/18-969-spring-2009.zip,Mathematics,Topics in Geometry: Mirror Symmetry,Mathematics,18-969-topics-in-geometry-mirror-symmetry-spring-2009,mathematics
Leadership,30.01 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-902-strategic-management-i-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-902-fall-2006/15-902-fall-2006.zip,Business,Strategic Management I,Sloan School of Management,15-902-strategic-management-i-fall-2006,sloan-school-of-management
Biology,13.47 MB,Computation and Systems Biology,https://ocw.mit.edu/courses/biology/7-90j-computational-functional-genomics-spring-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-90j-spring-2005/7-90j-spring-2005.zip,Science,Computational Functional Genomics,Biology,7-90j-computational-functional-genomics-spring-2005,biology
Biological Engineering,7.72 MB,,https://ocw.mit.edu/courses/biological-engineering/20-180-biological-engineering-programming-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-180-spring-2006/20-180-spring-2006.zip,Engineering,Biological Engineering Programming,Biological Engineering,20-180-biological-engineering-programming-spring-2006,biological-engineering
Mathematical Analysis,12.83 MB,,https://ocw.mit.edu/courses/mathematics/18-102-introduction-to-functional-analysis-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-102-spring-2009/18-102-spring-2009.zip,Mathematics,Introduction to Functional Analysis,Mathematics,18-102-introduction-to-functional-analysis-spring-2009,mathematics
Innovation,5.81 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-980j-organizing-for-innovative-product-development-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-980j-spring-2007/15-980j-spring-2007.zip,Business,Organizing for Innovative Product Development,Sloan School of Management,15-980j-organizing-for-innovative-product-development-spring-2007,sloan-school-of-management
Biology,3.49 MB,,https://ocw.mit.edu/courses/biology/7-18-topics-in-experimental-biology-fall-2005/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-18-fall-2005/7-18-fall-2005.zip,Science,Topics in Experimental Biology,Biology,7-18-topics-in-experimental-biology-fall-2005,biology
Biological Engineering,78.22 MB,Biomaterials,https://ocw.mit.edu/courses/biological-engineering/20-462j-molecular-principles-of-biomaterials-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-462j-spring-2006/20-462j-spring-2006.zip,Engineering,Molecular Principles of Biomaterials,Biological Engineering,20-462j-molecular-principles-of-biomaterials-spring-2006,biological-engineering
Algebra and Number Theory,10.73 MB,,https://ocw.mit.edu/courses/mathematics/18-769-topics-in-lie-theory-tensor-categories-spring-2009/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/18/18-769-spring-2009/18-769-spring-2009.zip,Mathematics,Topics in Lie Theory: Tensor Categories,Mathematics,18-769-topics-in-lie-theory-tensor-categories-spring-2009,mathematics
Leadership,2.97 MB,,https://ocw.mit.edu/courses/sloan-school-of-management/15-978-leadership-tools-and-teams-a-product-development-lab-spring-2007/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/15/15-978-spring-2007/15-978-spring-2007.zip,Business,Leadership Tools and Teams: A Product Development Lab,Sloan School of Management,15-978-leadership-tools-and-teams-a-product-development-lab-spring-2007,sloan-school-of-management
Biology,32.19 MB,,https://ocw.mit.edu/courses/biology/7-013-introductory-biology-spring-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/7/7-013-spring-2006/7-013-spring-2006.zip,Science,Introductory Biology,Biology,7-013-introductory-biology-spring-2006,biology
Biological Engineering,43.06 MB,,https://ocw.mit.edu/courses/biological-engineering/20-106j-systems-microbiology-fall-2006/download-course-materials/,https://ocw.mit.edu/ans15436/ZipForEndUsers/20/20-106j-fall-2006/20-106j-fall-2006.zip,Engineering,Systems Microbiology,Biological Engineering,20-106j-systems-microbiology-fall-2006,biological-engineering
